member_1,member_2,phrase_case,frequency
sõjaväest,väljaheitmine,n,1
pealinnast,arstiabi,g,1
niinest,seelik,n,1
kolmemeetrist,pronksskulptuur,p,1
plastmassist,jõuluvidin,p,1
nohust-köhast,laps,p,1
äriplaanist,lahtiütlemine,ter,1
energiast,eraldumine,el,1
kohast,kinnihoidmine,tr,1
surmajärvest,kujund,g,1
viljast,jook,n,1
moskvalasest,dirigent,ad,1
dissidendist,näitekirjanik,n,1
evulutsioonist,teave,n,1
holocaustist,tulu,g,1
riigikogulasest,keskerakondlane,n,1
valuutakomiteest,loobumine,ter,1
minast,eraldatus,g,1
ruumist,tunne,n,1
turistilõksust,vanalinn,n,1
eestlasest,väljaandmine,tr,1
majast,organisatsioon,n,1
eelisest,ärisuhe,in,1
õpetamisest,võõrkeel,es,1
jääpurikast,peahaab,g,1
lumest,hakklihamasin,n,1
klaasist,kunst,p,1
repertuaarist,mahavõtmine,p,1
meistriliigast,kogemus,p,1
šotlasest,osanik,n,1
kehast,lahkumine,el,1
shokist,ülesaanu,es,1
ilust,võrgutatu,es,1
riiulist,väljavõtmine,n,1
puust,elevant,n,1
tehislumest,rada,p,1
külmumisest,päästmine,tr,1
eestlasest,veokijuht,p,1
mehest,hetk,tr,1
muusikast,ambientini,n,1
mehest,lahkumine,p,1
kiirgusseadmest,vabanemine,tr,1
koolist,linn,in,1
päevakorrast,küsimus,g,1
männipakust,turvamees,g,1
apelsinist,mahl,n,1
toidukaubast,sõiduauto,ter,1
riidest,lahi,n,1
batuudist,elektriauto,ter,1
plastikust,aken,n,1
täispuidust,pink,n,1
plastmassist,lagi,n,1
eelarvepoliitikast,eemaldumine,n,1
laagrist,osa,g,1
inglasest,ründaja,p,1
autovõidust,teadasaamine,g,1
tunnistajast,lapsevanem,n,1
reformaatorist,kuberner,all,1
pensionärist,pereema,n,1
pirukategijast,naabriproua,n,1
laest,jahu,p,1
itaallasest,kullamees,n,1
tööparteilasest,peaminister,all,1
külast,lillekool,tr,1
produktsioonist,arhitekt,es,1
ajajärgust,show,n,1
poolakast,treener,g,1
eestlasest,sõna,ad,1
kliimakatastroofist,päästmine,n,1
albaanlasest,tudeng,p,1
terrorist,uurimine,p,1
ligipääsemisest,lollus,tr,1
investeeringust,magusatootmine,adt,1
põllumajandusspetsialistist,ilmavaatleja,n,1
märgukirjast,ajumurdmine,n,1
komandörist,naine,ad,1
kindralist,kannustatu,es,1
aafriklasest,ori,g,1
sotsialistist,direktor,n,1
meessoost,maffiaboss,p,1
kroonist,loobumine,p,1
poolestsajast,riietusese,g,1
reformistist,sideminister,n,1
kindlustusrahast,ravi,all,1
tuhast,kerkimine,p,1
hõbedast,autasu,p,1
dublandiseisusest,vabanemine,n,1
presidendikandidaadist,onu,n,1
advokaadist,meer,n,1
klaasist,õllepudel,all,1
puidust,kardin,n,1
elupaigast,lahkumine,g,1
üksusest,enamik,n,1
mängust,viik,kom,1
põhjast,väljarabelemine,n,1
õelusest,number,n,1
talvitumismajast,õu,adt,1
laevateest,rannahoone,g,1
arendusrahast,tarkvara,all,1
kontseptsioonist,arusaamine,tr,1
idast,kütus,p,1
etiooplasest,jooks,adt,1
pankurist,minister,p,1
puidust,majake,n,1
võõrkeelest,nimi,g,1
bussist,mobiiltelefon,g,1
ministeeriumist,hindamine,tr,1
plastizoolist,mänguasi,n,1
traadist,maakera,n,1
vastuvõtuajast,kinnipidamine,p,1
sõnast,nätt,n,1
kaastöötajast,naisterahvas,n,1
roolijoodikust,klient,kom,1
ropendamiskeelust,üleastuja,p,1
narkosõltlasest,prostituut,kom,1
hasartmängumaksust,toetus,es,1
kolmekümnekaardist,pakane,p,1
paigast,saamine,tr,1
kaosest,sakraalsus,adt,1
baarist,mäluauk,adt,1
eestlasest,vanur,p,1
jääst,osake,g,1
pakkumisest,osavõtmine,tr,1
streigist,loobumine,n,1
tsivilisatsioonist,eemaldumine,el,1
riigimehest,sõber,g,1
ameeriklasest,asetäitja,n,1
naissoost,rahvaasemik,p,1
mürast,tants,ter,1
äriregistrist,väljajätmine,g,1
soost,vabadusvõitleja,all,1
materjalist,rõngas,p,1
hollandlasest,astronoom,g,1
hõbedast,päis,p,1
ajast,ettevõte,in,1
tööandjast,sõltumine,kom,1
materjalist,vahevöö,tr,1
soost,vanem,g,1
juhtivkoosseisust,pool,n,1
metsast,valgus,ad,1
tööjõupuudusest,rääkimine,n,1
olukorrast,tulemine,n,1
soomlasest,vang,p,1
tööst,osutamine,n,1
soost,inimene,adt,1
turismialast,seadusandlus,p,1
maakonnast,osaleja,el,1
penaltist,edu,n,1
psühhoterroristist,pereliige,n,1
rootslasest,tegevdirektor,n,1
ainest,tuum,n,1
riigieelarvest,väljahääletamine,g,1
tsiviilisikust,tööline,p,1
muslimist,sõna,ad,1
sularauast,tuum,n,1
ekspordibürokraatiast,läbinärimine,tr,1
materjalist,manner,n,1
saksofonist,ampluaa,n,1
pikkusest,teekond,el,1
ekspeditsioonist,osaleja,n,1
mõnesajameetrist,tagaajamine,p,1
graniidist,manner,n,1
merest,ämber,kom,1
merest,vesi,g,1
inimgrupist,rahvus,p,1
njuujorklasest,abikaasa,n,1
plastmassist,liivakast,p,1
pensionärist,mees,g,1
basaldist,maakoor,n,1
seisukohast,leping,n,1
kodust,kaugus,all,1
kesklõõrist,külg,all,1
alatest,nokkloom,el,1
põlevkivituhast,plokk,kom,1
linnahallist,müük,p,1
puust,päevamärk,n,1
põrgusaalist,saun,g,1
aerosoolist,stratosfäär,in,1
soost,järelkasv,g,1
ruutmeetrist,ilmajäämine,n,1
tasakaalust,lepingutingimus,n,1
patendist,haigla,ter,1
kristallist,lauanõu,n,1
rahvaarvust,riik,in,1
kvartsporfüürist,rändrahn,n,1
kunstmarmorist,seinaava,g,1
olukorrast,tõus,all,1
kotermannist,teisik,n,1
kinnisvaraarendustegevusest,loobumine,p,1
ülaosast,jalam,all,1
sokist-sallist,talvekuft,g,1
partiist,viin,g,1
ladustamisest,keeldumine,tr,1
keskkonnaalast,abi,p,1
vahendustasust,möödahiilimine,tr,1
kinnisvarabüroost,möödaminek,tr,1
poliitikast,tulek,n,1
suvilast,pealinn,g,1
väravast,sissepääsemine,g,1
liivakivist,tuum,kom,1
metallist,välisring,n,1
metallist,ring,n,1
defitsiidimäärast,kinnipidamine,p,1
defitsiidist,põhiosa,n,1
marmorist,koridor,in,1
veetakistusest,läbisõitmine,ad,1
keskusest,poiss,n,1
nööpnõelast,sõjalaev,ter,1
statistikast,pimestatu,n,1
metallist,kelnerikuju,n,1
tartlasest,lapsevanem,ad,1
ärimehest,lapsevanem,n,1
ainest,maavara,n,1
inglasest,maailmarekordiomanik,n,1
pakendiaktsiisist,protsent,p,1
maksumaksmisest,kõrvalehoidmine,ad,1
taksosabast,pealetulija,n,1
nailonist,turukott,in,1
pühapäevast,stereoheli,kom,1
armeenlasest,kaupmees,n,1
päevast,kirjutamine,in,1
venelannast,tiitlikaitsja,n,1
süsteemist,loobumine,el,1
eelkambriumist,fanerosoikumi,n,1
niiskusest,korter,in,1
pärisorjast,talupoeg,p,1
merejalaväelasest,vend,n,1
geneetikast,molekulaarbioloogia,g,1
vestlusringist,osavõtja,n,1
ajast,kõri,ter,1
kivist,kaminasimss,n,1
eestlasest,šoppaja,n,1
soomlasest,külastaja,n,1
poolepäevast,jalutuskäik,p,1
paigast,venitamine,p,1
ajastust,pärand,es,1
koostööst,projekt,n,1
vanaaegkonnast,keskaegkond,adt,1
progressist,kaitseleping,g,1
järvest,lõuna,in,1
ekuadorlasest,kohtunik,p,1
hotellist,otsinu,g,1
enamikust,surnu,el,1
alkoholist,äraütleja,n,1
eelarvest,arvutiseerimine,p,1
plastikust,magnetriba,kom,1
kullast,plaat,g,1
jaanuarist,korraldus,n,1
liikmest,dirigent,n,1
ametist,taandumine,g,1
sünnitusmajast,kojujõudmine,p,1
hiiglasest,kangelane,n,1
eestlasest,parlamendisaadik,p,1
maapinnast,soojus,g,1
paatosest,lüürika,ter,1
vääveldioksiidist,vesi,kom,1
peast,läinu,p,1
hiinlasest,ajaloolane,n,1
sõjaveteranist,kindral,n,1
ajaloost,kirjutamine,g,1
araablasest,muundumine,g,1
sügisest,kroon,p,1
puust,jumalakoda,n,1
shotlasest,Subaru-piloot,n,1
isikust,seaduserikkuja,g,1
tunnist,töölkäimine,el,1
eduseisust,servis,n,1
kroomnahast,saabas,p,1
toidust,maiustus,tr,1
küljest,eluvalu,kom,1
börsilangusest,toibumine,n,1
rahast,kohtumine,ad,1
ekskursioonist,osavõtja,all,1
üürivõlast,pääsemine,tr,1
kolonelist,komandant,n,1
kroonist,parkimistasu,el,1
uriiniproovist,uinuti,p,1
laiuskraadist,lõuna,g,1
veest,kasu,n,1
rahvusest,inimene,es,1
liikmestaatusest,ilmajätmine,g,1
lastepäevakodust,mooniõis,n,1
lastepäevakodust,lastepäevakodu,n,1
päevakodust,lastepäevakodu,n,1
talunikust,riigikogulane,n,1
talupidajast,riigikogulane,n,1
poliitikust,talunik,n,1
sarjast,maailm,n,1
valsist,valss,ter,1
harmooniast,laps,n,1
salvest,vili,p,1
summast,töö,kom,1
tõrkest,ülesaamine,tr,1
ajast,ilmumine,n,1
itaallasest,olümpiavõitja,n,1
jääst,moodustis,g,1
ameeriklasest,pataljonikapten,n,1
presidendikandidaadist,seimispiiker,n,1
ojast,vesi,p,1
haigekassast,kättesaamine,tr,1
keeleõpetajast,ettevõtja,tr,1
rahaautomaadist,raha,g,1
sadamast,praam,n,1
kivihaigusest,kirjutaja,all,1
õhusaastest,tolm,tr,1
maksumusest,kolmveerand,n,1
valimisliidust,lootus,n,1
kooliajast,meeldejätmisnipp,p,1
põhikoosseisust,vahetus,n,1
sotsiaal-demokraadist,parlamendisaadik,n,1
sõdurist,armee,in,1
rinnast,sõlmeke,n,1
looduskaitsealast,õigusrikkumine,p,1
lõbusõidulaevast,reisilaev,tr,1
põhihoovusest,kõrvalekaldumine,n,1
lapsepõlvest,kirjutamine,g,1
loodusest,kirjutamine,n,1
teisipäevast,kalastamine,n,1
teatrist,ooper,in,1
näitlejannast,girlfriend,n,1
demokraadist,siseminister,n,1
belglasest,bussijuht,n,1
välislätlasest,psühholoog,p,1
enamikust,pere,el,1
lemmikspordialast,innustatu,es,1
vastutustundest,lahtiütlemine,n,1
paberist,olevus,p,1
osast,tootmine,n,1
kutseharidusest,teadmine,p,1
magnetinduktsioonist,vaakuum,in,1
kontrollkeskusest,kaugjuhtimine,g,1
emast,kaamel,p,1
nöörist,tõmmatu,es,1
parklast,lahkumine,ad,1
monoliitbetoonist,ehitis,n,1
veebruarist,märts,g,1
paksusest,väliskiht,el,1
psühholoogist,käsi,g,1
maailmameistrist,venelane,el,1
aseesimehest,esimees,tr,1
sensatsioonilisusest,hoidumine,p,1
sügisest,raamatukogu,n,1
ostjaskonnast,üliõpilane,n,1
praktikast,näide,n,1
naisest,enesetapja,kom,1
katoliiklasest,näitleja,g,1
atmosfäärist,lahkumine,ad,1
gravitatsiooniväljast,lahkumine,tr,1
kaugusest,aeg,el,1
meessoost,kanepitarvitaja,g,1
soost,aarialane,n,1
akadeemilisusest,teos,n,1
viljandlasest,joonekohtunik,n,1
perest,väljaheitmine,n,1
võimust,võimus,p,1
põhikoolist,ennetamine,p,1
kutseõppeasutusest,väljalangemine,g,1
elust,tundmine,n,1
numeroloogist,sõber,n,1
rakust,beebi,n,1
maikuust,turuparkla,g,1
alkohoolikust,advokaat,g,1
ettevõttest,lapsepuhkus,all,1
probleemist,jagusaamine,tr,1
argentiinlasest,ründestaar,g,1
aastast,protsent,p,1
bussijuhist,eraettevõtja,n,1
eestlasest,töömees,p,1
rahvusest,ehitaja,p,1
hommikust,hommik,ter,1
linnast,sõitja,n,1
venelasest,abikaasa,kom,1
ratastoolist,päästmine,n,1
funky'st,staadionirokk,ter,1
soost,allilm,g,1
börsilangusest,kasu,g,1
mõõnast,ülesaamine,el,1
füüsikast,läbisaamine,tr,1
kodust,vägivald,p,1
lihtsameelsusest,meeleolu,el,1
iraaklasest,abikaasa,n,1
juristist,pagar,tr,1
playboyst,arst,n,1
veest,pudel,in,1
funktsioonist,arusaamine,p,1
plekist,tahvel,ad,1
argipäevast,saatekava,g,1
argipäevast,hommikusaade,p,1
kaitseväest,lahkumine,tr,1
salmiosast,väljasõit,n,1
alumiiniumist,teeviit,p,1
eestlasest,pallitaltsutaja,n,1
puidust,kõrts,n,1
tuletõrjest,kiirabi,ter,1
uksest,väljumine,ad,1
trepikojast,peavigastus,kom,1
plastmassist,helkur,p,1
rauast,kirst,g,1
tonnist,kiviklibu,el,1
graniidist,laev,g,1
eksmeistrist,viievõistleja,n,1
kogenematusest,manööver,g,1
kaldast,liikumine,p,1
internetist,printimine,n,1
hoidmisest,loobumine,n,1
taanlasest,asevalitseja,all,1
kanaarilinnust,kaevandus,in,1
eestlusest,tegelane,p,1
meeskonnast,suvelõpp,ad,1
kommertspangast,riisumine,g,1
veidrikust,vanatädi,p,1
mõõnast,pääsemine,tr,1
leedulasest,ökoloog,n,1
graniidist,laev,p,1
haiglast,tagasitee,p,1
väärtpaberialast,seadusandlus,p,1
kasumiprognoosist,kolmveerand,n,1
kretinismist,trollipeatus,in,1
plastikust,vesi,g,1
välisleedulasest,keskkonnateadlane,n,1
kommunistist,parlamendispiiker,g,1
plastikaadist,vesi,g,1
hasartmängumaksust,sõltuvusprobleem,kom,1
puudujäägist,pangakonto,ad,1
ülejäägist,kassa,in,1
immigrandist,prostituut,p,1
relvarahust,loobumine,p,1
klaasplatist,tehistoiduaine,n,1
ärist,konkurent,g,1
dolomiidist,müür,n,1
metslusest,tsivilisatsioon,g,1
folkloorialast,koolitusseminar,p,1
merest,torpeedo,n,1
templist,kihutamine,kom,1
kooliajast,kartulipõld,ad,1
ühiskonnast,osakaal,tr,1
ajateenijast,kaaslane,n,1
kaasvõitlejast,ajateenija,n,1
märtsist,koondamine,g,1
katedraalist,mägi,g,1
apteegist,elurajoon,in,1
pangandustavast,kinnipidamine,p,1
nõudlikkusest,mees,g,1
varahommikust,programm,p,1
detsembrist,protsent,p,1
müügist,keeldumine,g,1
punktist,ülevaade,g,1
voorust,väljalangeja,p,1
kurjusest,vabastamine,p,1
villast,talvemüts,p,1
nailonist,talvejope,n,1
klassist,juhus,ter,1
lasteaiakasvatajast,pereema,n,1
partnerist,finantseerija,n,1
möödunudnädalast,langus,p,1
tülitajast,tänav,ad,1
karusnahast,kasukas,in,1
baleriinist,abikaasa,kom,1
veteranist,treener,g,1
60-tsisternist,rong,g,1
liitumisest,hoiupank,kom,1
ajaloolasest,vilistlane,n,1
vaimulikust,vend,n,1
tammepuust,trepikäsipuu,n,1
soost,pianist,n,1
välismaalasest,käsitööline,all,1
küünikust,kolumnist,n,1
kodanikust,teletöötaja,p,1
seisusest,väljatõugatu,es,1
käsumajandussüsteemist,eraldumine,n,1
isikust,ehitis,g,1
suurseiklejast,intellektuaal,g,1
olümpiakoondisest,väljajätmine,p,1
oodatust,kasum,g,1
raugast,pastor,all,1
emadusest,loobumine,p,1
rootslasest,soojustaja,ad,1
valgusest,valgus,n,1
esiliigast,alustanu,g,1
juhtunust,teavitamine,ad,1
valimist,mehhanism,g,1
seimist,avalikustamine,all,1
peatäiest,nutt,el,1
riigimetsast,turg,all,1
august,väljaronimine,tr,1
paekivist,mälestussammas,p,1
linnast,väljatungimine,n,1
kahekuulist,seisak,p,1
sõidust,taastumine,tr,1
tippliigast,väljakukkumine,p,1
reservist,sihtasutus,all,1
maksmisest,kõrvalehoidja,p,1
kultuuritraditsioonist,hälbimine,g,1
hispaanlasest,tsiviilpolitseinik,n,1
meesoost,politseinik,n,1
suurkliendist,ostja,n,1
ajast,kinnipidamine,el,1
maist,elupool,p,1
elust,lahtiütlemine,p,1
plekist,teatis,n,1
digikaamerast,pilt,g,1
klahvpillist,orel,g,1
rootslannast,kirjapartner,all,1
puidust,niidirull,n,1
peapostkontorist,postipakk,g,1
rootslannast,volinik,n,1
kriminaalasjast,katse,g,1
liidust,väljaastumine,el,1
vabariiklasest,konkurent,p,1
soost,ärimees,kom,1
raugast,mees,all,1
elektrikust,firmaomanik,n,1
saunast,kütmine,g,1
riigikogulasest,kord,p,1
teadmatusest,kohv,p,1
papist,kaart,g,1
tubakast,hoidmine,ad,1
mürgist,ving,p,1
varast,suitsulembus,p,1
vähihaigusest,teadasaamine,n,1
teisipäevast,langus,p,1
tollist,ekspedeerija,g,1
tartlasest,sünnitaja,all,1
tonnist,satelliit,p,1
haridusfoorumist,osavõtja,n,1
tulust,kulu,ill,1
kartulist,tulu,g,1
eksperthinnangust,osa,g,1
minevikust,olevik,g,1
metslusest,vabanemine,n,1
kaisidest,rahulolu,n,1
põhiparteist,tee,n,1
väärispuidust,korpus,n,1
elust,põgenemine,n,1
sularahaautomaadist,väljavõtmine,n,1
augustist,kütus,g,1
pensionärist,isa,ad,1
teisipäevast,kolmapäev,ter,1
kirjanikust,jalutuskäik,ad,1
haridusest,kõrvalejäämine,n,1
kuulsusest,vabanemine,tr,1
annist,tähelepanu,p,1
idast,looduskaitseala,kom,1
monograafiast,katkend,n,1
klaasist,ärikeskus,p,1
põllurektorist,haridusminister,g,1
kolledzhist,keskkool,el,1
talvest,suvepalavus,adt,1
millimeetrist,kummipuru,p,1
logardist,halljunkur,p,1
tiigerpüütonist,vanem,n,1
metallist,vahelagi,el,1
tšehhist,ametivend,n,1
keskpärast,abieluadulteriid,n,1
maksukoormast,vabanemine,el,1
kategooriast,näitleja,n,1
annetuskastist,raha,p,1
rahvaliitlasest,vallavanem,p,1
maakivist,sein,p,1
kokkuhoiust,rääkimine,p,1
saarlannast,perenaine,n,1
lapsest,vabanemine,n,1
eestlasest,salaviinavedaja,n,1
eetilisusest,reklaam,in,1
tuleroast,kirjanik,g,1
eksamikirjandist,koopia,n,1
tülitsemisest,hoidumine,n,1
saalist,popsitarre,n,1
koolitamisest,loobumine,n,1
soost,tööandja,n,1
menuetist,räpp,ter,1
saatesõnast,kavaleht,ad,1
augustist,praalimine,p,1
taluneiust,daam,tr,1
keskastmejuhist,mees,n,1
lotomiljonärist,perekonnapea,g,1
snaipripüssist,laskmine,g,1
teenistusautomaadist,laskmine,g,1
piirivalvest,laskmine,in,1
ajaviitekirjandusest,kunst,p,1
distsipliinist,kinnipidaja,n,1
päevast,aasta,ter,1
elust,põgenemine,kom,1
araablasest,autovaras,p,1
usbekist,komandör,n,1
katastroofist,rääkimine,ad,1
vaimuhaiglast,mõrvar,tr,1
residendist,tootmistegevus,p,1
käest,valgumine,p,1
seksist,lõpp,ter,1
päämist,tõukejõud,p,1
teemakohast,raamat,p,1
schokeeritust,teos,el,1
kristallist,pits,n,1
portselanist,laualamp,g,1
mõisarentnikust,revolutsionäär,g,1
dolomiidist,stressimuna,n,1
ehmatusest,ülesaamine,tr,1
varjusurmast,ärataja,n,1
august,väljatõstmine,n,1
näitlejast,ajakirjanik,n,1
subjektist,protsess,n,1
initsiaatorist,geoloog,n,1
täiusest,osasaamine,n,1
eestlasest,playmaker,n,1
elurõõmust,lava,ad,1
lahutusest,rääkimine,n,1
telerist,nähtu,p,1
pealinnast,nädalavahetus,tr,1
kanalisatsioonist,allalaskmine,p,1
irvhambast,koolipoiss,g,1
ettevõtjast,tuttav,n,1
möödunudnädalast,näpuviibutus,p,1
norralasest,isa,n,1
sakslasest,ema,g,1
normist,jagusaamine,n,1
kommunistist,kosmonaut,n,1
tsiviilisikust,juuksur,n,1
tuhandekilomeetrist,piir,p,1
kirjandusest,maailmakirjandus,adt,1
dvd-mängijast,kättesaamine,el,1
rinnataskust,lugemine,tr,1
ekstsellentsist,enesereklaam,n,1
kanadalasest,nurgaründaja,n,1
mõniteist,klubi,n,1
tulevasest,pank,g,1
elanikkonnast,valimiskogu,in,1
energiaalast,strateegia,p,1
maast,pank,g,1
austajast,koolivend,n,1
puidust,meisterdamine,g,1
mantlipärijast,vasakdemokraat,el,1
autost,hüppamine,kom,1
väravast,läbisõitmine,p,1
kolmekümneruutmeetrist,plekk-katus,kom,1
lillepoest,kimp,g,1
maaomanikust,onu,n,1
rätsepast,tädi,n,1
psühhiaatrist,kriitik,n,1
arreteerimisest,teatamine,n,1
toast,õu,adt,1
viiuldajast,kangelane,n,1
tartlannast,lasteaednik,n,1
arstist,vanem,n,1
maaühiskonnast,põige,kom,1
autost,automakk,n,1
kommunistlist,lööktöö,n,1
paharetist,päikene,n,1
rollist,taandumine,p,1
vaeslapsest,kangelanna,p,1
multimiljardärist,suguharupealik,n,1
teatrist,poliitika,ill,1
tosinast,treening,el,1
iirlasest,kolleeg,g,1
kilest,väljakukate,n,1
elektriliinist,vool,n,1
kasetohust,sillutis,p,1
internetist,korter,g,1
kipsist,võltskarniis,kom,1
tšehhist,maailmarekordimees,p,1
otsingusuunast,kinnipidamine,p,1
sõjaväelendurist,piloot,n,1
jaanuarist,keskpaik,ter,1
suurtöösturist,poeg,all,1
jaapanlasest,ajakirjanik,p,1
tulust,arvamine,g,1
klassist,üleminek,n,1
asjaarmastajast,torumees,ad,1
soost,ülik,all,1
mereväest,kaptenmajor,n,1
tipp-poliitikust,gei,n,1
horvaadist,kindral,n,1
varast,liitumine,p,1
isikust,laevaomanik,n,1
ülikoolist,professor,n,1
alagrupist,edasipääsemine,p,1
ühisstardist,vabastiilisõit,n,1
inimtegevusest,põhjustatu,g,1
jääajast,eemaldumine,g,1
tippjuhist,koristaja,ter,1
kodanikust,meesterahvas,p,1
koomast,toomine,p,1
araablasest,elanik,p,1
koomast,väljatoomine,p,1
puust,tuletõrjedepoo,n,1
religioonist,väljumine,g,1
koostamisest,keeldumine,n,1
tööandjast,arusaamine,kom,1
meessoost,tunnistaja,p,1
kirjapildist,dešifreeritu,es,1
kanadalasest,astronaut,n,1
betoonist,ehitus,kom,1
kunstieksperdist,professor,n,1
laborandist,sektorijuhataja,n,1
tahvelmaalist,kontseptualism,g,1
hõbedast,mõõgatupeots,kom,1
metallist,jääotsik,n,1
teletoimetajast,abikaasa,g,1
multimiljonärist,arhitekt,n,1
maavärinast,reede,ad,1
alumiiniumisulamist,kere,n,1
täishõbedast,kere,kom,1
eraelust,kirjutamine,p,1
joodikust,põhulõug,g,1
riigieelarvest,tipp,all,1
küljest,õgimine,kom,1
missioonist,rahutagamine,ter,1
saarlasest,tehnikadoktor,n,1
residendist,maksumaksja,p,1
pronksist,naisefiguur,g,1
betoonist,tulp,n,1
kronobioloogiaalasest,kirjandus,el,1
plastmassist,tünn,adt,1
lumest,vabastamine,g,1
kuningast,jagu,n,1
andmisest,kõrvalehoidmine,n,1
sakslasest,olümpiahõbe,n,1
postimüügikaubamajast,treeningdress,n,1
unistustekorterist,rääkimine,g,1
krambist,vabanemine,n,1
korealasest,reisija,p,1
metodistist,president,n,1
puust,vanker,n,1
sõjariistast,iluasi,tr,1
internetist,materjal,g,1
raugast,vanatädi,n,1
oganuiast,taraan,n,1
rahvaliitlasest,nõukogu,g,1
tõlkest,tõlge,ill,1
vägilasest,karu,n,1
mängust,saamine,n,1
austerlasest,treener,g,1
iseseisvusest,hoidumine,n,1
hasartmängurahast,spordimeditsiin,all,1
mittesaamist,mitteleppimine,n,1
tipputõusmisest,huvitatu,n,1
poliitikast,sõltumine,n,1
baltisakslasest,pastor,n,1
mäest,laskuja,g,1
rahvusest,dissident,n,1
homoseksuaalist,põgenik,p,1
naissoost,partner,n,1
ilmast,naasmine,p,1
joogaõpetajast,sektijuht,n,1
avakurvist,väljatulek,ad,1
nohust,jagu,n,1
töötajast,osakonnajuhataja,n,1
tootmisest,loobumine,all,1
kangast,voodririie,n,1
meessoost,klient,n,1
klaasist,majakoloss,n,1
paisjärvest,kujundamine,g,1
sünnist,sajand,n,1
rinnuliujujast,õpilane,n,1
kollanokast,debütant,n,1
tatrajahust,pärmipliin,p,1
isamaalisusest,reklaamitulu,n,1
normist,erinemine,p,1
piirikaubandusest,toidetu,es,1
vallast,toimetulekutoetus,p,1
igapäevast,formeerimine,p,1
folgist,industriaalini,n,1
eluaastast,pea,g,1
loojast,teener,n,1
rahvuskangelasest,raskejõustiklane,p,1
saluudist,loobumine,p,1
väljaõppekeskusest,üksik-vahipataljon,n,1
sektorist,väljatõmbumine,g,1
rootslasest,matkaja,n,1
jõulusümboolikast,loobumine,p,1
religioonist,taandumine,p,1
rahvusest,kondiiter,p,1
martsipanist,rong,n,1
martsipanist,tegelane,p,1
küüslaugukartulivormist,koor,kom,1
pagarist,tulemine,kom,1
põrsanahast,ülikond,n,1
tshehhist,peatreener,n,1
kopsupõletikust,taastumine,g,1
klaasist,parkimismaja-büroohoone,n,1
jumalast,rääkimine,p,1
jutust,lastekaitseinspektor,all,1
eestlasest,arhitekt,g,1
põlvest,edasiandmine,p,1
ettevõtjast,reservohvitser,n,1
ühistardist,vabatehnikasõit,p,1
ekskursioonist,eurofarm,adt,1
puust,verandatool,kom,1
jaamast,president,n,1
üksiküritajast,raamatupidaja,n,1
oskusest,ärikeskkond,g,1
arvutialast,kõrgharidus,p,1
betoonist,kai,p,1
alkoholist,sõltuja,p,1
plastikust,klaasikleeps,g,1
korterist,väljasöömine,tr,1
raudbetoonist,plaat,all,1
kunstnahast,barbibotas,p,1
abistamisest,keeldumine,n,1
sigaretisüütajast,laadija,g,1
6000-luumenist,projektor,p,1
11000-luumenist,kuvaheidik,p,1
mõtisklusest,väljakasvamine,n,1
ühisrahast,televisioon,n,1
ülikoolist,väljaheitmine,in,1
puust,ettetehtu,es,1
hektarist,mets,el,1
köstrist,isa,g,1
nahast,mapp,p,1
stardist,finišilipp,ter,1
välimusest,kaubamärk,n,1
karjäärist,loobumine,all,1
venelannast,rõivastus,in,1
hispaanlasest,poplaulja,n,1
torustikust,väljalaskmine,tr,1
asfaldist,kõrgendik,n,1
kauplusest,varastamine,n,1
hooajast,juht,g,1
isevalitsejast,kuningas,g,1
reformijast,ekspeaminister,n,1
sarjast,eemaldamine,kom,1
kirikulõhest,ülesaamine,p,1
heroiinimüüjast,vaimulik,n,1
turumajandusest,loobumine,p,1
rahaliidust,väljajäämine,ad,1
missioonist,taastumine,kom,1
missioonist,taastumine,tr,1
kongressist,autasu,g,1
